"Problem","SPI","Mean_Accuracy","p_value_bonferroni","significant"
"Smartwatch activity","All",96,0,TRUE
"EEG state","All",70.7508532423208,0,TRUE
"fMRI film","All",91.3793103448276,0,TRUE
"Smartwatch activity","anm",68.4166666666667,0,TRUE
"Smartwatch activity","bary_dtw_max",71.5,0,TRUE
"Smartwatch activity","bary_dtw_mean",50.3333333333333,0,TRUE
"Smartwatch activity","bary_euclidean_max",68.1666666666667,0,TRUE
"Smartwatch activity","bary_sgddtw_max",68.5,0,TRUE
"Smartwatch activity","bary_sgddtw_mean",55.5,0,TRUE
"Smartwatch activity","bary_softdtw_max",77.1666666666667,0,TRUE
"Smartwatch activity","bary_softdtw_mean",57.25,0,TRUE
"Smartwatch activity","cce_gaussian",88.1666666666667,0,TRUE
"Smartwatch activity","cce_kernel_W-0.5",84.4166666666667,0,TRUE
"Smartwatch activity","cce_kozachenko",91.75,0,TRUE
"Smartwatch activity","ccm_E-10_max",88.3333333333333,0,TRUE
"Smartwatch activity","ccm_E-10_mean",88.0833333333333,0,TRUE
"Smartwatch activity","ccm_E-1_max",70.75,0,TRUE
"Smartwatch activity","ccm_E-1_mean",77.5,0,TRUE
"Smartwatch activity","ccm_E-None_max",88.25,0,TRUE
"Smartwatch activity","ccm_E-None_mean",87.6666666666667,0,TRUE
"Smartwatch activity","cds",54,0,TRUE
"Smartwatch activity","ce_gaussian",77.1666666666667,0,TRUE
"Smartwatch activity","ce_kernel_W-0.5",72.5833333333333,0,TRUE
"Smartwatch activity","ce_kozachenko",48.8333333333333,0,TRUE
"Smartwatch activity","cohmag_multitaper_max_fs-1_fmin-0-25_fmax-0-5",50.8333333333333,0,TRUE
"Smartwatch activity","cohmag_multitaper_max_fs-1_fmin-0_fmax-0-25",73,0,TRUE
"Smartwatch activity","cohmag_multitaper_max_fs-1_fmin-0_fmax-0-5",74.5,0,TRUE
"Smartwatch activity","cohmag_multitaper_mean_fs-1_fmin-0-25_fmax-0-5",51.9166666666667,0,TRUE
"Smartwatch activity","cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-25",82.25,0,TRUE
"Smartwatch activity","cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5",72.6666666666667,0,TRUE
"Smartwatch activity","coint_aeg_tstat_trend-c_autolag-aic_maxlag-10",50,0,TRUE
"Smartwatch activity","coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10",49.75,0,TRUE
"Smartwatch activity","coint_aeg_tstat_trend-ct_autolag-bic_maxlag-10",51.6666666666667,0,TRUE
"Smartwatch activity","coint_johansen_max_eig_stat_order-0_ardiff-1",75.1666666666667,0,TRUE
"Smartwatch activity","coint_johansen_max_eig_stat_order-0_ardiff-10",40.25,0,TRUE
"Smartwatch activity","coint_johansen_max_eig_stat_order-1_ardiff-1",74.9166666666667,0,TRUE
"Smartwatch activity","coint_johansen_max_eig_stat_order-1_ardiff-10",42.3333333333333,0,TRUE
"Smartwatch activity","coint_johansen_trace_stat_order-0_ardiff-1",76.5833333333333,0,TRUE
"Smartwatch activity","coint_johansen_trace_stat_order-0_ardiff-10",44.4166666666667,0,TRUE
"Smartwatch activity","coint_johansen_trace_stat_order-1_ardiff-1",78.0833333333333,0,TRUE
"Smartwatch activity","coint_johansen_trace_stat_order-1_ardiff-10",41.3333333333333,0,TRUE
"Smartwatch activity","cov_EllipticEnvelope",83.4166666666667,0,TRUE
"Smartwatch activity","cov_EmpiricalCovariance",88.0833333333333,0,TRUE
"Smartwatch activity","cov_GraphicalLasso",87.6666666666667,0,TRUE
"Smartwatch activity","cov_GraphicalLassoCV",85.1666666666667,0,TRUE
"Smartwatch activity","cov_LedoitWolf",85.8333333333333,0,TRUE
"Smartwatch activity","cov_MinCovDet",80.4166666666667,0,TRUE
"Smartwatch activity","cov_OAS",87.5,0,TRUE
"Smartwatch activity","cov_ShrunkCovariance",89.0833333333333,0,TRUE
"Smartwatch activity","dcoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5",77.3333333333333,0,TRUE
"Smartwatch activity","dcoh_multitaper_max_fs-1_fmin-0_fmax-0-25",86,0,TRUE
"Smartwatch activity","dcoh_multitaper_max_fs-1_fmin-0_fmax-0-5",84.9166666666667,0,TRUE
"Smartwatch activity","dcoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5",79.5,0,TRUE
"Smartwatch activity","dcoh_multitaper_mean_fs-1_fmin-0_fmax-0-25",82.5,0,TRUE
"Smartwatch activity","dcoh_multitaper_mean_fs-1_fmin-0_fmax-0-5",81.75,0,TRUE
"Smartwatch activity","dcorr",80.4166666666667,0,TRUE
"Smartwatch activity","dcorr_biased",81.0833333333333,0,TRUE
"Smartwatch activity","dcorrx_maxlag-1",86.8333333333333,0,TRUE
"Smartwatch activity","dcorrx_maxlag-10",90.25,0,TRUE
"Smartwatch activity","ddtf_multitaper_max_fs-1_fmin-0-25_fmax-0-5",80.25,0,TRUE
"Smartwatch activity","ddtf_multitaper_max_fs-1_fmin-0_fmax-0-25",85.5833333333333,0,TRUE
"Smartwatch activity","ddtf_multitaper_max_fs-1_fmin-0_fmax-0-5",84.8333333333333,0,TRUE
"Smartwatch activity","ddtf_multitaper_mean_fs-1_fmin-0-25_fmax-0-5",84.9166666666667,0,TRUE
"Smartwatch activity","ddtf_multitaper_mean_fs-1_fmin-0_fmax-0-25",83.25,0,TRUE
"Smartwatch activity","ddtf_multitaper_mean_fs-1_fmin-0_fmax-0-5",83.3333333333333,0,TRUE
"Smartwatch activity","di_gaussian",85.0833333333333,0,TRUE
"Smartwatch activity","di_kernel_W-0.5",82.5,0,TRUE
"Smartwatch activity","di_kozachenko",75.4166666666667,0,TRUE
"Smartwatch activity","dspli_multitaper_max_fs-1_fmin-0-25_fmax-0-5",28.4166666666667,1,FALSE
"Smartwatch activity","dspli_multitaper_max_fs-1_fmin-0_fmax-0-25",38.5833333333333,0,TRUE
"Smartwatch activity","dspli_multitaper_max_fs-1_fmin-0_fmax-0-5",30.25,1,FALSE
"Smartwatch activity","dspli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5",41.6666666666667,0,TRUE
"Smartwatch activity","dspli_multitaper_mean_fs-1_fmin-0_fmax-0-25",65,0,TRUE
"Smartwatch activity","dspli_multitaper_mean_fs-1_fmin-0_fmax-0-5",60.9166666666667,0,TRUE
"Smartwatch activity","dswpli_multitaper_max_fs-1_fmin-0-25_fmax-0-5",34.5833333333333,0.380000000000009,FALSE
"Smartwatch activity","dswpli_multitaper_max_fs-1_fmin-0_fmax-0-25",37.8333333333333,0.0199999999999925,TRUE
"Smartwatch activity","dswpli_multitaper_max_fs-1_fmin-0_fmax-0-5",29.1666666666667,1,FALSE
"Smartwatch activity","dswpli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5",39.9166666666667,0,TRUE
"Smartwatch activity","dswpli_multitaper_mean_fs-1_fmin-0_fmax-0-25",65.8333333333333,0,TRUE
"Smartwatch activity","dswpli_multitaper_mean_fs-1_fmin-0_fmax-0-5",60,0,TRUE
"Smartwatch activity","dtf_multitaper_max_fs-1_fmin-0-25_fmax-0-5",77.4166666666667,0,TRUE
"Smartwatch activity","dtf_multitaper_max_fs-1_fmin-0_fmax-0-25",76,0,TRUE
"Smartwatch activity","dtf_multitaper_max_fs-1_fmin-0_fmax-0-5",77.6666666666667,0,TRUE
"Smartwatch activity","dtf_multitaper_mean_fs-1_fmin-0-25_fmax-0-5",78.0833333333333,0,TRUE
"Smartwatch activity","dtf_multitaper_mean_fs-1_fmin-0_fmax-0-25",80.3333333333333,0,TRUE
"Smartwatch activity","dtf_multitaper_mean_fs-1_fmin-0_fmax-0-5",81.3333333333333,0,TRUE
"Smartwatch activity","dtw",80.6666666666667,0,TRUE
"Smartwatch activity","dtw_constraint-itakura",77.5,0,TRUE
"Smartwatch activity","dtw_constraint-sakoe-chiba",88.25,0,TRUE
"Smartwatch activity","gc_gaussian_k-1_kt-1_l-1_lt-1",84.9166666666667,0,TRUE
"Smartwatch activity","gc_gaussian_k-max-10_tau-max-2",85.75,0,TRUE
"Smartwatch activity","gpdcoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5",50,0,TRUE
"Smartwatch activity","gpdcoh_multitaper_max_fs-1_fmin-0_fmax-0-25",70.25,0,TRUE
"Smartwatch activity","gpdcoh_multitaper_max_fs-1_fmin-0_fmax-0-5",70.5833333333333,0,TRUE
"Smartwatch activity","gpdcoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5",49.5,0,TRUE
"Smartwatch activity","gpdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-25",77.8333333333333,0,TRUE
"Smartwatch activity","gpdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-5",73.25,0,TRUE
"Smartwatch activity","gpfit_DotProduct",82.75,0,TRUE
"Smartwatch activity","gpfit_RBF",75,0,TRUE
"Smartwatch activity","hhg",77.5833333333333,0,TRUE
"Smartwatch activity","hsic",77.9166666666667,0,TRUE
"Smartwatch activity","hsic_biased",78.0833333333333,0,TRUE
"Smartwatch activity","icoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5",54,0,TRUE
"Smartwatch activity","icoh_multitaper_max_fs-1_fmin-0_fmax-0-25",70.9166666666667,0,TRUE
"Smartwatch activity","icoh_multitaper_max_fs-1_fmin-0_fmax-0-5",74,0,TRUE
"Smartwatch activity","icoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5",48.75,0,TRUE
"Smartwatch activity","icoh_multitaper_mean_fs-1_fmin-0_fmax-0-25",65.25,0,TRUE
"Smartwatch activity","icoh_multitaper_mean_fs-1_fmin-0_fmax-0-5",67.5833333333333,0,TRUE
"Smartwatch activity","igci",52.75,0,TRUE
"Smartwatch activity","je_gaussian",80.4166666666667,0,TRUE
"Smartwatch activity","je_kernel_W-0.5",82.8333333333333,0,TRUE
"Smartwatch activity","je_kozachenko",52,0,TRUE
"Smartwatch activity","kendalltau",89.9166666666667,0,TRUE
"Smartwatch activity","lcss",86.25,0,TRUE
"Smartwatch activity","lcss_constraint-itakura",38.75,0,TRUE
"Smartwatch activity","lcss_constraint-sakoe-chiba",89.8333333333333,0,TRUE
"Smartwatch activity","lmfit_BayesianRidge",83.3333333333333,0,TRUE
"Smartwatch activity","lmfit_ElasticNet",70.3333333333333,0,TRUE
"Smartwatch activity","lmfit_Ridge",82.9166666666667,0,TRUE
"Smartwatch activity","lmfit_SGDRegressor",85.1666666666667,0,TRUE
"Smartwatch activity","mgc",65.75,0,TRUE
"Smartwatch activity","mgcx_maxlag-1",79.25,0,TRUE
"Smartwatch activity","mgcx_maxlag-10",87.6666666666667,0,TRUE
"Smartwatch activity","mi_gaussian",79.4166666666667,0,TRUE
"Smartwatch activity","mi_kernel_W-0.25",69.75,0,TRUE
"Smartwatch activity","mi_kraskov_NN-4",61.5833333333333,0,TRUE
"Smartwatch activity","mi_kraskov_NN-4_DCE",81.6666666666667,0,TRUE
"Smartwatch activity","pdcoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5",75,0,TRUE
"Smartwatch activity","pdcoh_multitaper_max_fs-1_fmin-0_fmax-0-25",74.9166666666667,0,TRUE
"Smartwatch activity","pdcoh_multitaper_max_fs-1_fmin-0_fmax-0-5",74.8333333333333,0,TRUE
"Smartwatch activity","pdcoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5",78,0,TRUE
"Smartwatch activity","pdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-25",81.0833333333333,0,TRUE
"Smartwatch activity","pdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-5",82.4166666666667,0,TRUE
"Smartwatch activity","pec",83.5,0,TRUE
"Smartwatch activity","pec_log",84.6666666666667,0,TRUE
"Smartwatch activity","pec_orth",78.75,0,TRUE
"Smartwatch activity","pec_orth_abs",70.5,0,TRUE
"Smartwatch activity","pec_orth_log",82,0,TRUE
"Smartwatch activity","pec_orth_log_abs",72.4166666666667,0,TRUE
"Smartwatch activity","phase_multitaper_max_fs-1_fmin-0-25_fmax-0-5",53.75,0,TRUE
"Smartwatch activity","phase_multitaper_max_fs-1_fmin-0_fmax-0-25",47.5,0,TRUE
"Smartwatch activity","phase_multitaper_max_fs-1_fmin-0_fmax-0-5",42.75,0,TRUE
"Smartwatch activity","phase_multitaper_mean_fs-1_fmin-0-25_fmax-0-5",56.5,0,TRUE
"Smartwatch activity","phase_multitaper_mean_fs-1_fmin-0_fmax-0-25",77.3333333333333,0,TRUE
"Smartwatch activity","phase_multitaper_mean_fs-1_fmin-0_fmax-0-5",69.25,0,TRUE
"Smartwatch activity","phi_Geo_t-1_norm-0",86.0833333333333,0,TRUE
"Smartwatch activity","phi_Geo_t-1_norm-1",88.25,0,TRUE
"Smartwatch activity","phi_star_t-1_norm-0",86.4166666666667,0,TRUE
"Smartwatch activity","phi_star_t-1_norm-1",86.8333333333333,0,TRUE
"Smartwatch activity","pli_multitaper_max_fs-1_fmin-0-25_fmax-0-5",44.75,0,TRUE
"Smartwatch activity","pli_multitaper_max_fs-1_fmin-0_fmax-0-25",61.75,0,TRUE
"Smartwatch activity","pli_multitaper_max_fs-1_fmin-0_fmax-0-5",52.5,0,TRUE
"Smartwatch activity","pli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5",59,0,TRUE
"Smartwatch activity","pli_multitaper_mean_fs-1_fmin-0_fmax-0-25",70.75,0,TRUE
"Smartwatch activity","pli_multitaper_mean_fs-1_fmin-0_fmax-0-5",75.0833333333333,0,TRUE
"Smartwatch activity","plv_multitaper_max_fs-1_fmin-0-25_fmax-0-5",43.3333333333333,0,TRUE
"Smartwatch activity","plv_multitaper_max_fs-1_fmin-0_fmax-0-25",57.3333333333333,0,TRUE
"Smartwatch activity","plv_multitaper_max_fs-1_fmin-0_fmax-0-5",51.1666666666667,0,TRUE
"Smartwatch activity","plv_multitaper_mean_fs-1_fmin-0-25_fmax-0-5",43.8333333333333,0,TRUE
"Smartwatch activity","plv_multitaper_mean_fs-1_fmin-0_fmax-0-25",75.9166666666667,0,TRUE
"Smartwatch activity","plv_multitaper_mean_fs-1_fmin-0_fmax-0-5",62.0833333333333,0,TRUE
"Smartwatch activity","ppc_multitaper_max_fs-1_fmin-0-25_fmax-0-5",41.9166666666667,0,TRUE
"Smartwatch activity","ppc_multitaper_max_fs-1_fmin-0_fmax-0-25",59.4166666666667,0,TRUE
"Smartwatch activity","ppc_multitaper_max_fs-1_fmin-0_fmax-0-5",52.25,0,TRUE
"Smartwatch activity","ppc_multitaper_mean_fs-1_fmin-0-25_fmax-0-5",46.5833333333333,0,TRUE
"Smartwatch activity","ppc_multitaper_mean_fs-1_fmin-0_fmax-0-25",75.0833333333333,0,TRUE
"Smartwatch activity","ppc_multitaper_mean_fs-1_fmin-0_fmax-0-5",64.6666666666667,0,TRUE
"Smartwatch activity","prec_EllipticEnvelope",61.9166666666667,0,TRUE
"Smartwatch activity","prec_EmpiricalCovariance",83.5,0,TRUE
"Smartwatch activity","prec_GraphicalLasso",83.5833333333333,0,TRUE
"Smartwatch activity","prec_GraphicalLassoCV",76.5833333333333,0,TRUE
"Smartwatch activity","prec_LedoitWolf",77,0,TRUE
"Smartwatch activity","prec_MinCovDet",57.75,0,TRUE
"Smartwatch activity","prec_OAS",83.25,0,TRUE
"Smartwatch activity","prec_ShrunkCovariance",84.4166666666667,0,TRUE
"Smartwatch activity","psi_multitaper_mean_fs-1_fmin-0-25_fmax-0-5",36.3333333333333,0.069999999999999,FALSE
"Smartwatch activity","psi_multitaper_mean_fs-1_fmin-0_fmax-0-25",65.75,0,TRUE
"Smartwatch activity","psi_multitaper_mean_fs-1_fmin-0_fmax-0-5",58.25,0,TRUE
"Smartwatch activity","psi_wavelet_max_fs-1_fmin-0-25_fmax-0-5_max",27.5833333333333,1,FALSE
"Smartwatch activity","psi_wavelet_max_fs-1_fmin-0_fmax-0-25_max",37.25,0.0199999999999925,TRUE
"Smartwatch activity","psi_wavelet_max_fs-1_fmin-0_fmax-0-5_max",26.5,1,FALSE
"Smartwatch activity","psi_wavelet_mean_fs-1_fmin-0-25_fmax-0-5_mean",27.6666666666667,1,FALSE
"Smartwatch activity","psi_wavelet_mean_fs-1_fmin-0_fmax-0-25_mean",39.9166666666667,0,TRUE
"Smartwatch activity","psi_wavelet_mean_fs-1_fmin-0_fmax-0-5_mean",32.6666666666667,1,FALSE
"Smartwatch activity","reci",84.9166666666667,0,TRUE
"Smartwatch activity","sgc_nonparametric_max_fs-1_fmin-0-25_fmax-0-5",47.75,0,TRUE
"Smartwatch activity","sgc_nonparametric_max_fs-1_fmin-0_fmax-0-25",75.6666666666667,0,TRUE
"Smartwatch activity","sgc_nonparametric_max_fs-1_fmin-0_fmax-0-5",72.75,0,TRUE
"Smartwatch activity","sgc_nonparametric_mean_fs-1_fmin-0-25_fmax-0-5",48.5,0,TRUE
"Smartwatch activity","sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-25",79.1666666666667,0,TRUE
"Smartwatch activity","sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5",76.6666666666667,0,TRUE
"Smartwatch activity","sgc_parametric_max_fs-1_fmin-0-25_fmax-0-5_order-1",79,0,TRUE
"Smartwatch activity","sgc_parametric_max_fs-1_fmin-0-25_fmax-0-5_order-20",27.4166666666667,1,FALSE
"Smartwatch activity","sgc_parametric_max_fs-1_fmin-0_fmax-0-25_order-1",86.5,0,TRUE
"Smartwatch activity","sgc_parametric_max_fs-1_fmin-0_fmax-0-25_order-20",28,1,FALSE
"Smartwatch activity","sgc_parametric_max_fs-1_fmin-1e-05_fmax-0-5_order-1",85.9166666666667,0,TRUE
"Smartwatch activity","sgc_parametric_max_fs-1_fmin-1e-05_fmax-0-5_order-20",26.9166666666667,1,FALSE
"Smartwatch activity","sgc_parametric_mean_fs-1_fmin-0-25_fmax-0-5_order-1",79.5833333333333,0,TRUE
"Smartwatch activity","sgc_parametric_mean_fs-1_fmin-0-25_fmax-0-5_order-20",30.1666666666667,1,FALSE
"Smartwatch activity","sgc_parametric_mean_fs-1_fmin-0_fmax-0-25_order-1",83.5833333333333,0,TRUE
"Smartwatch activity","sgc_parametric_mean_fs-1_fmin-0_fmax-0-25_order-20",30.6666666666667,1,FALSE
"Smartwatch activity","sgc_parametric_mean_fs-1_fmin-1e-05_fmax-0-5_order-1",81.3333333333333,0,TRUE
"Smartwatch activity","sgc_parametric_mean_fs-1_fmin-1e-05_fmax-0-5_order-20",31,1,FALSE
"Smartwatch activity","si_gaussian_k-1",88,0,TRUE
"Smartwatch activity","si_kernel_W-0.5_k-1",82.5833333333333,0,TRUE
"Smartwatch activity","si_kozachenko_k-1",45,0,TRUE
"Smartwatch activity","softdtw",77,0,TRUE
"Smartwatch activity","softdtw_constraint-itakura",77.1666666666667,0,TRUE
"Smartwatch activity","softdtw_constraint-sakoe-chiba",77.25,0,TRUE
"Smartwatch activity","spearmanr",90.1666666666667,0,TRUE
"Smartwatch activity","te_kernel_W-0.25_k-1",78.8333333333333,0,TRUE
"Smartwatch activity","te_kraskov_NN-4_DCE_k-1_kt-1_l-1_lt-1",86,0,TRUE
"Smartwatch activity","te_kraskov_NN-4_DCE_k-2_kt-1_l-1_lt-1",85.8333333333333,0,TRUE
"Smartwatch activity","te_kraskov_NN-4_DCE_k-max-10_tau-max-4",86.0833333333333,0,TRUE
"Smartwatch activity","te_kraskov_NN-4_k-1_kt-1_l-1_lt-1",87.75,0,TRUE
"Smartwatch activity","te_kraskov_NN-4_k-max-10_tau-max-4",87.9166666666667,0,TRUE
"Smartwatch activity","te_symbolic_k-10_kt-1_l-1_lt-1",85.3333333333333,0,TRUE
"Smartwatch activity","te_symbolic_k-1_kt-1_l-1_lt-1",84.75,0,TRUE
"Smartwatch activity","tlmi_gaussian",76.25,0,TRUE
"Smartwatch activity","tlmi_kernel_W-0.25",66.3333333333333,0,TRUE
